gene,importance
DKC1,0.0001486076134156202
CH25H,0.00014851274163620815
KLK11,0.00014769642999967926
MPZL1,0.0001475988819077004
IKBKB,0.00014734530655061522
RHBDF2,0.0001472845416490063
SGK1,0.00014723409067364843
COL2A1,0.00014691129176348992
ADD3,0.00014689922250350296
CCL24,0.00014657241283363504
BRCA2,0.00014640607965553233
FBLN1,0.00014631276237114183
NASP,0.00014624182339749217
CEBPA,0.00014622389522453313
CTSE,0.00014620590491997467
PDP1,0.00014589304575030748
RAP1GAP,0.00014585490266737152
PROCR,0.00014579043005679676
LRRC8C,0.0001457405782583488
PAXIP1,0.00014509722540724217
KCNJ2,0.0001450378222320269
ARHGEF2,0.00014494754306275308
RFC3,0.00014489433109693837
NAGK,0.00014462152666410384
LIF,0.00014460981921142962
EPHB4,0.00014450713316540247
PNRC1,0.00014449318434618674
COL5A1,0.00014438765330258358
TLX1,0.00014438039345812735
TRO,0.00014426365788838407
CLGN,0.00014391279548321063
ATP6V0A4,0.0001436334469930095
SSRP1,0.00014358171139908511
CHRNB1,0.0001434591225457929
KIF3B,0.0001434231190289777
FABP6,0.00014340219138511305
OMD,0.00014319729200391987
PLXNB2,0.0001431608726167939
LRRC15,0.00014289434387808632
ARAP3,0.00014285832228133104
C3,0.00014280984768519884
GNAS,0.00014276409094033467
ADORA2B,0.00014263322769704088
AZGP1,0.00014242102320823863
PTGER4,0.0001423429332631256
SCD,0.00014212497782396048
MLH1,0.00014185802446242736
DCT,0.00014142211609684076
GSR,0.00014129526904887803
SASS6,0.00014129325502356535
CREG1,0.00014117437186368377
NDST1,0.00014115407823559554
CBS,0.000141099725697221
TRIM58,0.0001410132511542273
PLAT,0.0001408248464535426
PPARGC1A,0.000140603154021605
TCP1,0.0001405236848768749
AK4,0.0001402276639002526
RFC2,0.00014015307920054885
SSH2,0.00014013438989603612
PA2G4,0.00014004837549746644
PLAUR,0.00014003799257921769
GAA,0.0001397531171555498
L1CAM,0.00013959198258043618
HSP90AB1,0.00013948552097710533
DTNB,0.00013933872180550225
ACTA2,0.00013929281611241764
NET1,0.00013922712991863446
TRAF2,0.0001389913579422338
LEFTY2,0.00013882640109934508
NARF,0.00013875418603980712
UQCR10,0.00013867369342079755
CHPF,0.0001385154926422536
NUP107,0.00013831442191837072
SOD3,0.00013811296620167964
CLDN9,0.00013791120553517856
CCNG2,0.00013785319644604586
CHAC1,0.00013780352098646288
ENTPD5,0.00013724350918105753
CCT4,0.00013721830176086506
KLF6,0.00013706997250057
SBNO2,0.00013681785801590907
DAPK2,0.00013678946891498806
CAPN2,0.000136693047342277
BCAR3,0.00013651859951823708
MGMT,0.00013595303935540993
CCSER2,0.0001359273537897629
LY75,0.00013579713737558929
ABCG2,0.0001357581062543624
MED24,0.0001356972762010826
NQO2,0.000135622571644271
COX7A1,0.00013531665942726368
FOXO1,0.0001352717950768537
GPR19,0.00013494187476651302
CHFR,0.00013463104707075478
RAB1A,0.00013459969058160577
BCKDHB,0.00013455008883916117
CBLB,0.000134435435300219
UBR7,0.00013440146431226466
GINS4,0.0001343297410110651
CDK6,0.00013430878606880242
FGF18,0.0001342707587654383
HMGCR,0.00013411163854051708
PTPRG,0.00013401342716828094
PEX19,0.000133806508281898
IFNGR1,0.00013359361218421176
ENO2,0.00013352777321398084
GGH,0.00013326639682767022
CDKN1C,0.00013315175511857027
RXRA,0.00013216064397892485
COLGALT1,0.00013204367159472293
PREP,0.00013197451493018574
VEGFC,0.000131899637889076
PTCD3,0.0001317701792010283
METAP1,0.00013176366243403538
VPS45,0.00013156909314527914
CACNA1A,0.0001315478933788969
KPNB1,0.00013148325663953108
TEKT2,0.00013120189289950963
GP1BA,0.00013120124344078655
MADD,0.00013049349472925358
CD55,0.0001304847904925564
POSTN,0.0001302714477612667
GINS2,0.0001300397457141471
EPHA2,0.0001300351472736829
CASP8,0.0001295410658488438
CYP7A1,0.00012938646831739522
QDPR,0.00012929196482134583
CASQ2,0.00012908063052537215
IL1B,0.00012894312240397076
CRABP1,0.00012849626586224332
SDCBP,0.00012849392315815499
GUCY2D,0.00012842635834014814
NPC1,0.00012779840541635566
KRT19,0.0001277063118545475
SLIT1,0.0001270905575780834
MYO15A,0.00012661965777663304
ANXA13,0.00012661008162937265
TRIB2,0.00012649183889869084
SRSF7,0.00012644489939604768
METTL3,0.00012642663292424693
ALG1,0.00012613474770393877
MCM7,0.00012597695108096667
TMEM9B,0.00012564943641135974
POLE,0.00012562490189923836
DDC,0.00012558672936531057
HK1,0.00012556057152045643
CXCL11,0.0001254335057270417
DDX39A,0.00012539891859161874
CD3E,0.00012534237931230123
CDC25B,0.00012521815874651728
JAG2,0.00012510117342466452
PRKCG,0.00012501544026452484
PSMC2,0.00012473708249722377
NUP93,0.00012467586475400398
SNAP23,0.00012393609468710129
PIK3R3,0.0001237624502588423
LPL,0.00012357947676886643
SLC35A3,0.00012327771262150302
PLCB4,0.00012325967450372847
CRIP2,0.00012306473570191013
EBI3,0.00012306267252028936
CKB,0.00012278826341155725
DOCK9,0.0001227442862959809
EIF3B,0.0001227435284060165
ITPR2,0.00012265516982472942
SERPINE2,0.00012217450607466868
SLC37A1,0.00012182259439035128
FOXN3,0.00012168838245942075
PSMC4,0.00012158485146612588
PMEPA1,0.00012134638209661207
PFN2,0.00012106010829548687
DFFA,0.00012103003079898386
GAS1,0.00012091794410122406
PRKAR2B,0.0001206811097163029
PRSS23,0.0001200737555963361
GPR83,0.00011983213251198146
SEC14L2,0.000119689880513409
MMS22L,0.00011965305680758172
CXCL6,0.00011948320995373785
S100A1,0.00011948114082935869
CLSTN3,0.0001192505870749022
SFN,0.00011911865893395084
FEZ1,0.00011895010712463797
BCAT1,0.00011878956448008116
KCNMB2,0.00011872435888014756
SOCS1,0.00011869217088559153
PLIN2,0.00011865344572714428
SGCB,0.00011859794892660859
PGM2,0.0001185221710564753
CD38,0.00011846242013331048
DLL1,0.0001177893741946984
SERINC1,0.00011753251275872491
GAPDH,0.000117460741235106
MT1E,0.00011737801490259981
ITPK1,0.00011728067697472173
CDA,0.00011721751183464326
SKP2,0.0001171480382981437
CDC42EP4,0.0001171062328328338
PRDX1,0.00011706841673468713
KLF3,0.0001170103671739935
BATF3,0.00011688282047604245
PSMA4,0.00011661940990552114
CSTF2,0.00011655150204829022
BCL6,0.0001165083269797163
QSOX1,0.00011624458906625192
CETN2,0.00011622424900758753
ELOVL6,0.00011611893229482962
TNFRSF11B,0.00011594843769663674
GNG11,0.00011593499374600975
ERCC3,0.00011590979109552202
AMD1,0.00011589673201353864
CHPT1,0.0001158953514794542
MLF1,0.00011571086116566839
SLC27A1,0.00011560444435294023
PSME1,0.00011553852175667987
TYMS,0.0001153802459712062
RANBP1,0.00011529923637353215
SHMT1,0.0001152037527812926
PGK2,0.00011494464452304326
EFHD1,0.00011486649927062366
NAMPT,0.00011433840663278944
PDLIM1,0.00011421602401853799
SYK,0.00011417956244478341
PHLDB1,0.00011416146236187705
MFAP5,0.00011381488620885392
LGMN,0.0001136746837949703
PHKA2,0.00011365915147673871
WDR90,0.00011360380568380865
C1S,0.00011353622083361457
COPA,0.00011331799273214576
ALDH1A1,0.00011318868335851103
POLB,0.00011299104442315922
HMBS,0.00011277785053844216
LDLR,0.00011258249462900091
CFLAR,0.00011247596690419915
GLS2,0.0001120485516482957
FAM162A,0.0001119684725841207
GSTM3,0.00011185829809034161
CDKAL1,0.00011142850271300818
TYRO3,0.00011126764756891314
GABBR1,0.00011096981488509059
ADCY1,0.00011056891929887863
UBA7,0.00011050267309737513
TRIB3,0.00011036574749515114
ANGPT1,0.00011036402746295565
HES6,0.00011029660445679552
PEG3,0.00011011022286079159
GBP6,0.00010992140194426569
CSRP1,0.00010982337668615367
AKAP7,0.00010980119984114854
ID2,0.0001096313647392644
POLR3C,0.00010958419674629489
FES,0.00010956713079392338
RPL39L,0.00010950283722091464
GPX3,0.00010946559724640314
NKIRAS1,0.00010934062512085487
ID1,0.00010931557873688682
VPS4B,0.00010920027730609527
VIM,0.00010917303290853438
UAP1,0.00010885858865111447
MX1,0.00010847794607086142
UBE2L3,0.00010844934546122879
PDE4B,0.00010844676952086035
CPT1A,0.00010834428387928947
TSPAN8,0.00010829692707606775
SORBS2,0.00010824364205397497
MVD,0.00010813993503813613
BCAM,0.00010808017855586956
BCR,0.0001080752960527364
CLU,0.00010806255282751167
COL9A1,0.00010801571099682484
COIL,0.00010801099453792877
RAN,0.00010792089173455996
SYCP1,0.00010753166130924173
SORBS1,0.00010751263861548888
F2,0.00010746570509433894
NUDT19,0.00010742358839775405
CLDN16,0.00010734256540197528
GZMB,0.00010724070522159714
WNT2,0.00010714739557614422
RPS10,0.0001071410857244238
PIK3CD,0.00010687063414336191
RIT1,0.00010676848984610726
GGA2,0.0001067629915460023
CASP5,0.00010607346298280888
NDUFV1,0.00010606020230560673
LOXL1,0.00010603134214965128
CRB3,0.00010582952925746453
CD47,0.00010554999793861703
ODC1,0.00010540279972148351
NR6A1,0.0001053094920814496
ABCA5,0.00010506657481262637
PCOLCE2,0.0001049961709217165
HSD17B4,0.00010480437494975028
ADAM23,0.00010479387608161907
SLCO1A2,0.00010476256240908416
LY86,0.00010474326426520707
ATP1B3,0.00010467364275161931
MICB,0.0001046698879689707
TPM1,0.00010465505518975274
TNFRSF9,0.00010445361371576131
NF2,0.00010439655695365764
HAS2,0.00010427147268760763
P2RY2,0.00010401767121937921
PIM3,0.00010399974717330281
TAOK2,0.00010387224378991851
ACVR2A,0.00010385447896459315
HUS1,0.00010376306334801496
HYAL2,0.00010362539593026196
PPP1R15A,0.00010360995376706415
ERCC1,0.00010307365289137715
EDN2,0.00010306159726540839
DES,0.00010299583262216983
TIMM17A,0.00010282839659531215
GTF2F1,0.00010281562015265203
CAMK2B,0.00010268964481189768
SLC1A4,0.00010267196549008616
CNN2,0.00010266714262540824
FKBP1A,0.0001026580184104884
ABHD4,0.00010263734349224287
CBR3,0.00010260400551350488
CBFA2T3,0.00010250946688967569
GCH1,0.00010232883021926157
LYPD3,0.000102249987211364
PPA1,0.0001021587281537667
POLD1,0.00010198893699616677
FUT4,0.00010190589483923896
DGKG,0.00010162700245432248
PCSK1N,0.00010156983831592086
LTBR,0.00010153354516148169
BARD1,0.00010145148288872064
SMURF1,0.00010142755280047327
PENK,0.00010124514020455461
ACTR3,0.00010098280217429233
MSRA,0.00010086373047557749
LSM1,0.00010082305336507608
GPNMB,0.00010072335967844362
AUH,0.00010072049957766192
TNNT2,0.0001006812428632468
SESN1,0.00010066561088453809
SGMS1,0.000100628782962855
NEDD9,0.00010053984199070541
XDH,0.00010053618311916767
RUNX1,0.000100463993473933
PHB2,0.00010019638988105554
CFB,0.00010017423160111606
EIF4E3,0.00010012520381326539
SLC25A23,9.985550205931934e-05
EIF3D,9.984432429191998e-05
S100A13,9.981376568771214e-05
FERMT2,9.968705941693833e-05
PVALB,9.966113977211336e-05
SURF1,9.96263307621947e-05
CACNA1B,9.96127822033648e-05
HSPH1,9.947551413228738e-05
ATP6V0E1,9.938703456288308e-05
EED,9.936004494950805e-05
ARF1,9.92890243716435e-05
PLA2G7,9.897695535584812e-05
GALE,9.896146287855295e-05
SVIL,9.883068538169567e-05
NDUFB3,9.863221628984134e-05
PRC1,9.857678941632999e-05
PIKFYVE,9.845252944377238e-05
NR4A2,9.841435467000059e-05
ITGBL1,9.83946059538067e-05
BCL2L10,9.834696537330771e-05
EIF4G1,9.819999126982549e-05
GLO1,9.796337918437686e-05
IFITM2,9.796154977536524e-05
TAGLN,9.792434613858251e-05
NAP1L2,9.78548352178954e-05
SSBP1,9.776700711265492e-05
PYCR1,9.773096359043123e-05
SLC12A2,9.769708245687547e-05
PAK1,9.766465748910987e-05
PHLDA1,9.754748486152648e-05
ABCB8,9.752208747900976e-05
TPI1,9.735158868748497e-05
PFKL,9.72671805849771e-05
MT3,9.706566427752813e-05
CTSV,9.684819362760241e-05
INCENP,9.675541574469088e-05
ETV1,9.660853470277696e-05
SNCG,9.659066579473257e-05
FRK,9.656608139777872e-05
CHRNA5,9.638776353376292e-05
FBXO34,9.633601955922957e-05
GSK3B,9.632195223408871e-05
ALAD,9.629546515453057e-05
TULP2,9.617384714731111e-05
PTPN2,9.610475092031311e-05
EXT2,9.60344180732462e-05
CEBPG,9.595212270105187e-05
ERRFI1,9.589850831771548e-05
OPN3,9.578439061980286e-05
UCK1,9.574446055911818e-05
LGALS7,9.557721619759917e-05
SLIT2,9.547931361272844e-05
COL16A1,9.524234791467077e-05
PSME3,9.52357759618082e-05
PFKM,9.508099254974848e-05
SRI,9.500116295476997e-05
TNFAIP6,9.485392910797218e-05
NDUFA5,9.481112848654798e-05
MYOM2,9.481054409215704e-05
CYP2E1,9.46962983231389e-05
PTTG3P,9.466041927355078e-05
FKBP4,9.465668778318534e-05
TDRD7,9.464454228267396e-05
PRMT3,9.455086970604575e-05
HSP90AA1,9.41582747820053e-05
BHLHE40,9.408539692290428e-05
ZEB1,9.398220717968086e-05
SS18,9.395712785937747e-05
SF3A3,9.373355738389516e-05
CBR4,9.373285178125491e-05
HSPD1,9.367456989294235e-05
WNT5A,9.350386981929763e-05
MKNK2,9.315863147972515e-05
HEXIM1,9.306790608392727e-05
HGF,9.298209786164012e-05
GAPVD1,9.293317480967638e-05
CCL2,9.292568123400036e-05
EXOC4,9.291413114858215e-05
DSC1,9.288077891315013e-05
DPYSL4,9.287436524845795e-05
XPOT,9.283060730582538e-05
MTCH2,9.273900438947134e-05
RXRG,9.26012886657405e-05
CCT6B,9.253524553378034e-05
OPHN1,9.246892127777779e-05
FAM120A,9.245702138459987e-05
SYNJ2,9.232133620890178e-05
MON2,9.229519841503239e-05
IGSF1,9.225167978454295e-05
ENPEP,9.223289990398769e-05
AMIGO2,9.202533893133753e-05
ICAM1,9.183405822393461e-05
CDC27,9.170958818710633e-05
ZNF639,9.1603875789055e-05
GADD45B,9.159024677599167e-05
LITAF,9.151335382890772e-05
PTGIR,9.138426834339399e-05
SEMA3C,9.126446883074803e-05
RREB1,9.102562851527335e-05
CLCN2,9.07710498580495e-05
DHRS7B,9.060327224281721e-05
SRPRB,9.045768672319215e-05
CYC1,9.033791426694297e-05
F13A1,9.033318202048975e-05
AMOT,9.012742411842612e-05
APBB1,9.004986567893109e-05
ZYX,9.003099482451537e-05
CBR1,8.996546882583179e-05
NKX3-1,8.993690017152132e-05
CLDN7,8.98393814476179e-05
LYAR,8.980468421369153e-05
SRSF2,8.976279938511328e-05
POLG2,8.975316240754345e-05
ACTC1,8.971589170058142e-05
ALCAM,8.969539354317276e-05
PDZK1IP1,8.964842289321469e-05
IFITM1,8.961310958435256e-05
GLCE,8.948951086286276e-05
RNF19B,8.917923840557026e-05
KDM6B,8.90978099258404e-05
FECH,8.905720889164623e-05
NDP,8.905477880721698e-05
TGFBR1,8.89388719129179e-05
CDK5R1,8.88598075608908e-05
CPB2,8.874003433137925e-05
MCM3,8.872545107520237e-05
KAT2A,8.870091098255987e-05
E2F3,8.834374187989526e-05
OXA1L,8.825694864536473e-05
SLC30A10,8.808198136216548e-05
AGO4,8.798499251013822e-05
FARP1,8.779567557244274e-05
KCND1,8.768391943767254e-05
AEBP1,8.763264003634579e-05
ATG4A,8.762739012393666e-05
PTPN11,8.724061514762302e-05
YPEL5,8.720628779148825e-05
SLC12A3,8.719329992975034e-05
TIPIN,8.707607938679361e-05
ASS1,8.698847324249352e-05
NPHP1,8.697958226491858e-05
ABR,8.696174956933214e-05
YWHAH,8.695356071907941e-05
PKHD1,8.688946887939398e-05
XRCC6,8.688393315416608e-05
CASP9,8.673156484073662e-05
KIF5C,8.669854318654152e-05
CYP8B1,8.667722530139051e-05
TOM1L1,8.66604718464384e-05
PSMD13,8.660365264055596e-05
BUB3,8.654002229377596e-05
SLC30A1,8.627297368663085e-05
UQCRC1,8.61880081844487e-05
KRT8,8.61643684599156e-05
ZFP36,8.610105628944584e-05
SLIT3,8.608453979965057e-05
G3BP2,8.603441490093716e-05
NTF3,8.602456779591664e-05
PPM1G,8.599537972236471e-05
NELFCD,8.593097332753929e-05
IER2,8.591301692077185e-05
ITGAE,8.54869193189919e-05
NAP1L1,8.546531790101538e-05
SNCB,8.545305909545749e-05
MYH3,8.542974499392314e-05
CAP1,8.514198357229698e-05
BCL2L2,8.500000975581658e-05
CCL19,8.493971708952008e-05
NABP1,8.486913550762243e-05
CASP10,8.486503786298686e-05
PRPF3,8.486236419691689e-05
DAAM1,8.484301415969691e-05
ISOC1,8.481039216748795e-05
CAMKK2,8.480991318579192e-05
PPARD,8.474605191347607e-05
MAPK10,8.471123144823674e-05
MARCKS,8.451314614945862e-05
HMGA1,8.450843426790823e-05
GADD45G,8.441664584856883e-05
CD207,8.426245936942551e-05
NNMT,8.424237511139397e-05
PTP4A3,8.424227583012977e-05
ARPC2,8.421064078410105e-05
LHPP,8.399729068360187e-05
TH,8.396858274292188e-05
ACTG1,8.390948123202143e-05
KDM3A,8.390263444588272e-05
ABCC5,8.382054834652774e-05
MIOS,8.36280603404314e-05
LDB3,8.361065897452136e-05
PYGB,8.340756240056871e-05
LIPE,8.318572363120166e-05
MVP,8.31194611573104e-05
ARHGEF6,8.293791735984882e-05
TNFSF9,8.291113668457815e-05
B4GALT4,8.287076805471615e-05
GALM,8.27744928326493e-05
WDR33,8.275978012042678e-05
VTN,8.272381038049097e-05
KLK1,8.271974994796845e-05
DEK,8.262907342964801e-05
PTBP2,8.26048233777649e-05
ANG,8.252219276047546e-05
MRPS30,8.234062636009533e-05
AK3,8.217075062072636e-05
GNPDA1,8.216103585586812e-05
LFNG,8.202262750984839e-05
PPFIA4,8.197267837430517e-05
GPRC5C,8.180235092396448e-05
MAN1A1,8.168257845665884e-05
KCNQ2,8.158192978402527e-05
FOS,8.155124411671619e-05
FBLN2,8.154324884047453e-05
BAG1,8.151229135598871e-05
EBP,8.150755871788515e-05
MYC,8.142423806118022e-05
BCL2L1,8.117421550760969e-05
AMIGO1,8.111863558991862e-05
PSPH,8.101701708214539e-05
GLIPR1,8.101611482185569e-05
YBX2,8.100028873551024e-05
ALB,8.098723557486971e-05
TRIM26,8.072336671457104e-05
SYMPK,8.061168325224945e-05
CD46,8.020199785911286e-05
JUN,8.01923504480057e-05
TSPAN5,8.011049075138979e-05
ATP7A,8.009725628393806e-05
ALDH2,7.99949034014934e-05
CCT2,7.991964871310331e-05
BAK1,7.990211875036086e-05
TLR3,7.986519587720345e-05
ACSM1,7.980417525393191e-05
S100A12,7.97820831544948e-05
FBXO4,7.975645645932554e-05
FN3K,7.968530383868917e-05
OCRL,7.968528979992217e-05
RAD21,7.95625084980546e-05
B4GALT1,7.950684489534295e-05
MAPK11,7.946077803194624e-05
FAS,7.935137400466367e-05
SULT1A1,7.928979391842837e-05
COX8A,7.923132000641453e-05
CTSO,7.907188634096878e-05
NDUFC2,7.900825191107059e-05
CCND1,7.900004111036424e-05
THRB,7.895295941806627e-05
GSTM1,7.890162604031412e-05
SMAD3,7.878432741290794e-05
HIBCH,7.86829572993271e-05
CUL4A,7.867601153435872e-05
AKT2,7.816189697828943e-05
PPRC1,7.81061940343392e-05
ATP6V0A1,7.805722963579478e-05
SNX9,7.804060237184794e-05
FJX1,7.800319589197207e-05
NOD1,7.800262164640192e-05
FBN2,7.790130175772189e-05
CHKA,7.785489700551844e-05
UQCRB,7.777017813211604e-05
SLC25A6,7.776518237950824e-05
MPPED2,7.771174793054421e-05
HSD3B1,7.761517576222111e-05
ADRA2C,7.747733073019275e-05
CLP1,7.747127723742435e-05
DPP4,7.739240035966052e-05
DUSP3,7.732391106104174e-05
TLR1,7.718782180380836e-05
HS6ST2,7.702687007799773e-05
GM2A,7.701941754410579e-05
DAPP1,7.699157979550053e-05
RNF213,7.695750433842113e-05
CAD,7.687049812464457e-05
FGF16,7.682639529507529e-05
FAP,7.664797662556118e-05
MT2A,7.660116043042069e-05
AKR1C3,7.637850364753769e-05
PITPNB,7.626704410479093e-05
UBE2D3,7.624525958689152e-05
AHCY,7.616091881392259e-05
RAE1,7.612044713312309e-05
PEX12,7.591529279515494e-05
STK39,7.590844135840118e-05
CD82,7.581927376601873e-05
SRPX,7.580280656471162e-05
NQO1,7.575360168544762e-05
MAP2K3,7.56854226915139e-05
ACTN3,7.568047018011254e-05
MPP2,7.56731650485038e-05
ACADS,7.56286078824866e-05
PSMD7,7.558123984339743e-05
ECHS1,7.537829649549925e-05
CDK2,7.533507003861854e-05
DUSP14,7.531831661819465e-05
OGDH,7.530031154302997e-05
E2F5,7.520078727927001e-05
PTPRD,7.51774996339483e-05
KLK2,7.517177077820565e-05
MMP9,7.51711358540692e-05
TUBGCP5,7.516404600426328e-05
RPL34,7.48492734935148e-05
BMPR1A,7.478122840303788e-05
CIDEA,7.474978761443568e-05
POMC,7.474128014218118e-05
MCL1,7.468035998636478e-05
PREB,7.465969050533273e-05
PEMT,7.462567838355246e-05
SLC16A7,7.450367737738879e-05
MTIF2,7.445157557411362e-05
SLC6A8,7.42448336536902e-05
PTGDS,7.42182562255088e-05
PTGR1,7.41220095417285e-05
MYH2,7.407083121894634e-05
NBL1,7.405758130817834e-05
NUDT11,7.403687383380837e-05
AHR,7.403197023806531e-05
RNMT,7.401852122532907e-05
CCT5,7.399319897444554e-05
MPG,7.392569488140533e-05
RAD17,7.387915225340438e-05
PTK2B,7.385370336202734e-05
NSDHL,7.377535069300527e-05
POLE4,7.377203245872268e-05
IRF4,7.376429730883766e-05
RASA2,7.362691144530454e-05
ADAMTS1,7.360723123780771e-05
IFIT1,7.357579647203951e-05
NDUFAF4,7.357281024748364e-05
ADM,7.355849412529063e-05
ELP4,7.353714807439043e-05
RNF144B,7.352676485412472e-05
LAMTOR5,7.351286801908003e-05
FKBP5,7.347465711334385e-05
PWP1,7.340765813229218e-05
SLC7A1,7.337856654870063e-05
CD36,7.318460760688897e-05
PRMT2,7.318175498012475e-05
ELL,7.31320935697922e-05
ATXN1,7.311692500070389e-05
STS,7.311393830350391e-05
ETV4,7.298751030074385e-05
ACTN1,7.294805581969116e-05
BDKRB1,7.285654731659173e-05
USP1,7.279785953175903e-05
KLHDC8A,7.266801553635663e-05
FGF17,7.266336094850837e-05
NR4A3,7.263715415479054e-05
EDEM1,7.256400388000521e-05
PTGES3,7.253753192141258e-05
SLBP,7.25227714238569e-05
MDM2,7.248605096387049e-05
GNA15,7.233229559734986e-05
MAOB,7.226709778011501e-05
TFF2,7.215640218409646e-05
PTPRR,7.214450599574405e-05
HTR1D,7.206512577633306e-05
DGUOK,7.199797034240516e-05
PSME2,7.194802162602235e-05
KATNA1,7.193128491223039e-05
LY6E,7.191801696754034e-05
POLR1D,7.178481285179179e-05
TMPRSS3,7.164904976571503e-05
SLC35D1,7.161996730788858e-05
NR1I2,7.159681054465204e-05
CLDN6,7.128146219981377e-05
XYLT2,7.104963179992531e-05
APLP2,7.098927735669702e-05
POLR2F,7.095601993914035e-05
ATF3,7.09349594843387e-05
KLK3,7.089916079884403e-05
PRKCH,7.083742012298418e-05
PLVAP,7.082502630339966e-05
BLVRB,7.068826029691514e-05
NUB1,7.068520034095551e-05
ADIPOR1,7.066362887653198e-05
ECD,7.064977240915048e-05
ABCA3,7.06273080187982e-05
SGCD,7.059664211114626e-05
TM7SF3,7.053580367023073e-05
TSC1,7.043446741168935e-05
SMARCC1,7.037055607895157e-05
EGR2,7.035669683877882e-05
DUT,7.010203678301449e-05
SKP1,7.005020528128087e-05
MARK2,6.998755975954605e-05
CNBP,6.9930025403033e-05
PCDH1,6.988532904103252e-05
TFPI,6.971132991526221e-05
PIN1,6.970610357146878e-05
PPIA,6.961648451078451e-05
COQ5,6.957284389915892e-05
ADGRA2,6.936322756441747e-05
FADS2,6.934014674511952e-05
PLEK2,6.925116657183077e-05
IRS4,6.923546902513433e-05
CITED2,6.919407504115238e-05
NUMA1,6.91727294204826e-05
ATP6V1H,6.916511400136661e-05
MAP3K1,6.916136439971111e-05
SOWAHC,6.913275023449993e-05
SIK1,6.896864359109901e-05
NT5C,6.895623128101734e-05
CUL1,6.891438465731612e-05
PCP4,6.877913829528987e-05
TNIP1,6.877257320753498e-05
DOCK10,6.874458175038111e-05
PIAS1,6.870784144757173e-05
FABP2,6.86587400638689e-05
HCLS1,6.861790627972023e-05
PICK1,6.843990803403728e-05
MEF2D,6.842671698914468e-05
EIF3J,6.837819524012167e-05
MAML1,6.837122670672421e-05
RHCE,6.832552286525876e-05
NPTXR,6.829364847025073e-05
PSMD1,6.827585110906039e-05
MPC2,6.825920669887695e-05
EIF4E,6.813725631119204e-05
DDX25,6.812847802282451e-05
DYNC1H1,6.810348242613232e-05
ABCB11,6.80004588082872e-05
NME1,6.79798115529235e-05
ADH4,6.796562261594406e-05
HAO2,6.789088768028516e-05
MAP2K5,6.77099560421755e-05
ADAM15,6.765131060106343e-05
POLR2K,6.764655347291516e-05
SGCE,6.762529238949973e-05
MYOZ1,6.757112484536252e-05
GRK5,6.742205623849755e-05
SLC22A12,6.734438260151732e-05
RRAS,6.730024070552381e-05
SUV39H1,6.724614698454956e-05
CDCP1,6.720124780685107e-05
TAT,6.716174610615261e-05
ARID4B,6.715240765082538e-05
SMC1A,6.704680131491427e-05
HSPA8,6.700671743603495e-05
ASNS,6.696125482249065e-05
IQGAP2,6.68234173046518e-05
KLHL24,6.680408332356917e-05
NTNG1,6.676811401882572e-05
SPRY4,6.670008928370988e-05
IP6K1,6.668709634625971e-05
SAMD9L,6.667684688387025e-05
RPS27L,6.667151281313218e-05
CCL20,6.666235122333706e-05
NANP,6.661472419972074e-05
CDKN2C,6.65514542624584e-05
IL17RA,6.6529696271274e-05
RTN3,6.639871449889078e-05
BNIP3,6.625603001539133e-05
PNN,6.624484029384323e-05
TFB2M,6.61088736580182e-05
ADA,6.607574694383052e-05
JMJD6,6.604468965306987e-05
PDK3,6.600573611199515e-05
HLA-C,6.593867657638162e-05
MAPKAPK2,6.592801606126252e-05
AGGF1,6.586676925190646e-05
CDH4,6.584112341265444e-05
KDELR3,6.582345168172898e-05
ABCC1,6.581105481776313e-05
ACKR3,6.56952926550025e-05
MYBBP1A,6.565225158040637e-05
PLOD2,6.564394958247452e-05
P2RY14,6.55870143847591e-05
FBL,6.556089555635968e-05
LPCAT3,6.55331774129283e-05
ADAM8,6.543134283427688e-05
CLPS,6.526494098966983e-05
RHOBTB3,6.524437024522566e-05
CASP2,6.522351773340318e-05
MEF2A,6.516408164989132e-05
SERTAD3,6.494515120246946e-05
PYGL,6.490636047594967e-05
GCKR,6.469464302451551e-05
PC,6.465753857242578e-05
SLC22A1,6.464576333524769e-05
ISG20,6.462041331972961e-05
SLC25A3,6.459055731347445e-05
CDC42,6.456951598748948e-05
DHX58,6.45299337981564e-05
ADCYAP1,6.451040243468199e-05
LAMC1,6.440290755789259e-05
MPC1,6.423733002874167e-05
C9,6.41878171716109e-05
DNAJC15,6.394959859912869e-05
CASP4,6.389551201904789e-05
GSPT1,6.367821303012015e-05
PKP3,6.364885529909137e-05
FGA,6.361535807337048e-05
ARPC3,6.359321770846859e-05
AIFM1,6.349656786026653e-05
HSDL2,6.345211769809856e-05
ITGAL,6.343010312224724e-05
TRIM10,6.340181751604685e-05
BDNF,6.332290658249269e-05
SLA,6.321766944207706e-05
AGRN,6.316274871476811e-05
HAX1,6.314004629362006e-05
SPSB1,6.286512061160037e-05
ATP6V1C1,6.285523534472582e-05
SMS,6.28478423257252e-05
DECR1,6.282340730231544e-05
IFITM3,6.273122471470753e-05
DNAJC3,6.268602475624124e-05
NFYA,6.26676226364076e-05
TMEM8B,6.265875483186414e-05
SERPINE1,6.264592177838503e-05
SLCO2A1,6.262623908494322e-05
ARHGDIA,6.26094867008466e-05
PABPC1,6.255246995241193e-05
ACRV1,6.250907682906165e-05
