gene,importance
TTC39A,0.0010655285075350579
FABP5,0.001061544210694445
NFIB,0.001055391718333827
UGCG,0.001053017953124169
DSCC1,0.0010495959624875915
CYP4B1,0.0010457304975063652
VLDLR,0.0010394431197261376
PRSS3,0.0010385214928288365
LDHB,0.0010335452712775617
MYLK,0.001030124830017994
TMEM100,0.00102364735449531
ETFA,0.001023116231716789
ADCY9,0.001018984193890351
ABCA8,0.0010053909199969327
SLC6A14,0.0009948446236629348
PTTG1,0.0009915938166279521
LEP,0.0009804779963908025
INPP4B,0.0009787704396557256
ATL2,0.0009785683948487821
PLOD1,0.0009745670496391898
ECT2,0.0009604188961594983
ITGB8,0.0009530312192527726
INHBA,0.0009463370502058515
STC2,0.0009417404584576392
CADM3,0.0009380233260307402
MYB,0.0009368023509276191
SLC2A4,0.0009364111277118567
ANLN,0.0009297274278742184
PVR,0.0009294528539928162
ST3GAL6,0.0009289127989360229
TK1,0.0009090843475833687
WNK4,0.0009083313859152353
AKR1B10,0.0009068874392719622
TFAP2B,0.0009022041759993174
DUSP4,0.0009021058539243453
SH3BGRL2,0.0008982846205156472
E2F8,0.0008980051416414435
TACC3,0.0008953386216759447
ME2,0.0008875912224031697
GINS3,0.0008814861076159175
ATAD2,0.0008812550455620299
SULT2B1,0.0008695493211962799
COX6C,0.0008677604271807547
ELOVL5,0.0008627153507249673
EZH2,0.0008621342091569436
SDC1,0.000859592995124939
GPRC5B,0.0008584956597714663
KLK7,0.0008557335810075287
PCSK4,0.0008420114748614267
SERPINB5,0.0008394786079674943
COL11A1,0.0008370058288245375
TGFBR3,0.0008348421940177795
MID1,0.0008334404391201846
PTGER3,0.000822738617140838
WNT6,0.0008200665114369957
SIAH2,0.0008104173291672507
SERPINA5,0.0007974355896804744
ST6GAL1,0.0007883536280003826
S100A9,0.0007814016597770462
DIAPH3,0.0007664811402082795
ABLIM1,0.000756812071999522
CD99,0.0007517529084595228
TMPRSS6,0.0007516407312845585
CACNA2D2,0.0007513673333064397
REEP1,0.0007483570465323083
PRLR,0.0007424908173258412
SPTBN1,0.0007404617521783976
KIT,0.0007335731861947434
SYTL2,0.0007329261284205412
KCNN4,0.0007309312575345509
KNTC1,0.0007257078411152311
IGF1,0.0007243904191267832
FZD7,0.000719813569876659
APBB2,0.0007157933103474337
TACR1,0.0007134244502737029
CES1,0.0007101493102704607
KLK8,0.0007078320993223186
FOXC2,0.0007072803678608477
CDC25A,0.0007008656827498105
LCT,0.0006965565616061939
SLC19A2,0.0006926641658937047
WFS1,0.000690426207113607
PEX11A,0.0006887598807351733
ALDOC,0.0006885458622619511
GLIPR2,0.0006833333402389626
DNAJC12,0.0006752651710644639
CAB39L,0.0006705620303508092
ST14,0.0006704335435223632
ALDH1A3,0.0006687820926708247
PER1,0.0006682093692098606
PSMD3,0.000662696382866799
RELN,0.0006585801353773604
TSPAN7,0.0006580157855899227
PERP,0.0006568879615000382
SLPI,0.0006515263067785575
EGR1,0.000651225129582686
FBXO5,0.0006506931258749605
CENPM,0.0006475471275525106
CDO1,0.0006469484181178672
CNIH2,0.0006463098575098242
MMP13,0.0006445260172663046
MEIS2,0.0006373796198834386
MREG,0.0006373744355630252
OXTR,0.0006373120063134556
HELLS,0.0006300735519069085
TLE3,0.0006273575171123253
SCHIP1,0.0006218925087001458
PIM1,0.0006212629566583069
MED13L,0.0006193759749489693
REEP5,0.0006157433381064153
TLE4,0.0006110125357886301
SMOX,0.0006090844764930744
ELN,0.000605549007241647
CDON,0.0006030663028146703
MMP1,0.000596214315104861
MCM6,0.000594936278915126
CCNE1,0.000591570898373527
CD34,0.0005835974711747944
CHST2,0.0005813497537203277
ANP32E,0.0005797457442080773
AKAP12,0.0005792547600104444
CKS1B,0.0005751012589586549
GAL,0.0005726920398268214
HMGCS2,0.0005722569723576449
FLNC,0.0005716001373161218
LPAR6,0.0005694994752195638
LEPR,0.0005689155848664048
SCARB1,0.0005646587330483013
CXCL3,0.0005645322807008199
