fold,accuracy,f1_score
1,0.9529411764705882,0.9524045305765529
2,0.9176470588235294,0.9173669467787116
3,0.9176470588235294,0.916575854873061
4,0.9171597633136095,0.9181164294909814
5,0.9467455621301775,0.9459914970345218
