fold,epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,final,N/A,N/A,N/A,0.9529411764705882,0.9524045305765529
2,final,N/A,N/A,N/A,0.9176470588235294,0.9173669467787116
3,final,N/A,N/A,N/A,0.9176470588235294,0.916575854873061
4,final,N/A,N/A,N/A,0.9171597633136095,0.9181164294909814
5,final,N/A,N/A,N/A,0.9467455621301775,0.9459914970345218
