fold,accuracy,f1_score
1,0.9470588235294117,0.9462213294218147
2,0.9352941176470588,0.9352941176470588
3,0.9352941176470588,0.9353456427804847
4,0.8994082840236687,0.9001394580751934
5,0.9644970414201184,0.9643040233595248
