fold,epoch,train_loss,train_acc,val_loss,val_acc,val_f1
1,final,N/A,N/A,N/A,0.9470588235294117,0.9462213294218147
2,final,N/A,N/A,N/A,0.9352941176470588,0.9352941176470588
3,final,N/A,N/A,N/A,0.9352941176470588,0.9353456427804847
4,final,N/A,N/A,N/A,0.8994082840236687,0.9001394580751934
5,final,N/A,N/A,N/A,0.9644970414201184,0.9643040233595248
